id,reviewerName,rating,reviewText,reviewTime,day_diff,helpful_yes,helpful_no,total_vote,score_pos_neg_diff,score_average_rating,wilson_lower_bound
3617,"Phillip A. Oliveto ""Don't knock it until you'...",5.0,"Best, most reliable microSD card you can get. I use it for all my devices; phones, tablets, cameras, camcorders, GoPro cameras...",2013-12-19,354,0,0,0,0,0.0,0.0
3618,Phillip Chaney,5.0,Does what it is supposed to do.  What more can you say?  I have no reason to rate it lower than 5 stars for that purpose.,2013-09-19,445,0,0,0,0,0.0,0.0
3619,Phillip Clifton,4.0,"What can I say, it does what it's supposed to do. What I really like is the price, much much cheaper than what you pay at the best buy or radio shack.  Plus I got the card in less than 2 days without paying extra for 2nd day or overnight shipping.",2013-08-12,483,0,0,0,0,0.0,0.0
3620,Phillip G.,5.0,"Best memory I have found for consistency and high speed. Ideal for any modern application, especially high definition video recording.",2014-01-20,322,0,1,1,-1,0.0,0.0
3621,Phillip Hankland,5.0,"THE PRICE IS REASONABLE, QUICK 2 DAY DELIVERY WITH AMAZON PRIME, I HAD TO RETURN A 32 GB DRIVE BECAUSE OF MALFUNCTION, AMAZON TOOK CARE OF ME RIGHT AWAY, CREDITED THE OLD SD CARD AND SO FAR THIS ONE IS WORKING AS EXPECTED, BE SURE TO FORMAT THIS SD CARD TO YOUR DEVICE BEFORE USING SO IT RECOGNIZES YOUR DEVICE THAT YOU ARE USING IT IN.",2013-01-26,681,0,0,0,0,0.0,0.0
3622,Phillip Lyle,3.0,"There is a known issue with a batch of these cards where they can completely die.  This is known defect (affecting a lot of Galaxy S3 and Note users), so if your card dies, either exchange through Amazon or contact SanDisk for a replacement.  Newer cards are supposedly fixed, but you might want to back up your data just in case.  Mine were purchased in November 2012 and both have now failed in separate phones, unreadable by PCs or phones.",2013-03-28,620,3,1,4,2,0.75,0.3006418425824019
3623,"Phillip Perry ""TNphilp""",4.0,"Stick this in the slot and forget about it.  Not sure what is being stored on this little thing or when I should remove it from my phone but, hey, it's in there.",2013-10-19,415,0,0,0,0,0.0,0.0
3624,"Phillip W. Wilson ""Phillip Wilson""",1.0,"I installed this on my Galaxy Note 2 and it crashed after one month. Lost all my pictures on the card. Had it not been for Google Plus instant upload and redundant backup to Dropbox all of the pictures would have been lost. I think I should get a refund but I did not keep the original packaging. I would not buy this, but if you do keep the packaging so you can return it. If you read most of the reviews you will see that a lot of people have had trouble with this card crashing. I don't think Amazon should offer it as it hurts their overall customer satisfaction.",2012-12-17,721,1,1,2,0,0.5,0.0945312057342307
3625,"Phill Sharpe ""T.O.P.S""",5.0,"Well i do try to take alot of pictures and with this card it does the job for me, i would recommend this to even my enemies really good product especially when they go on sale on amazon....Package kinda two big for this little thing, but i will work with that little problem.",2013-08-17,478,0,0,0,0,0.0,0.0
3626,"Photocop2011 ""You Better Believe In Something!""",5.0,"I brought this for my new phone, the note 3. For me when it comes to any kinds of cards for camera, phones or any device that uses cards I trust SanDisk. I have them in my DSLR, my Go Pro Camera. I'm a professional photographer and I have never had a problem with scan disk cards. So whenever I'm in need of a SD Card, Or Micro SDXC this is the brand I go with.",2014-03-01,282,0,0,0,0,0.0,0.0
3627,PhotoFXusa,5.0,"What can I say? It's the best price I could find for a 64 GB micro SD, and it works great in my Samsung Note 3. When I finally decide to buy a Note 10.4 or Note Pro 12.2, this 64GB card will be ordered right along with it.",2014-03-31,252,0,0,0,0,0.0,0.0
3628,"PhotogDog ""KMW""",5.0,"I purchased this as a gift for my daughter because she takes a lot of photos stored on her cell and bogs it down. It will be a while now before she needs to clean house again, LOL! Would also be good for those that need to store everything, you know who you are, now get one...R/KMW",2014-05-21,201,0,0,0,0,0.0,0.0
3629,"Photographer Advocate ""Photographer""",5.0,"Inexpensive, fast and made my videos a bit less choppy during recording HD.  A good buy now, and seems to be a better value for the Class 10 cards...",2012-12-14,724,0,0,0,0,0.0,0.0
3630,PhotoGuy,5.0,"Bought this for use in my Samsung Galaxy S3 phone. Works great! No formatting, no muss, just works like it should.",2013-07-01,525,0,0,0,0,0.0,0.0
3631,PhotoJim,5.0,"The ScanDisk 63 GB  SDXC card is a geat value and I get HOURS of recording HD video with wonderful results. I prefer ScanDisk because they are reliable.  Setting up a video shoot with a client, spending hours recording and then calling my client to explain that I bought a cheap, unreliable card that failed... and NOW I have to reschedule a re-shootand the project will have a late delivery...  JUST ISN'T SMART.  I must have reliability and ScanDisk delivers!",2013-04-11,606,0,0,0,0,0.0,0.0
3632,photoperu,2.0,After exactly month and a half this card is done...and with it i lost all my pics and videos...just after the return policy expired!! card is not recognized by my phone or PC. Trying to get RMA from Sandisk...I own the S3 and have read extensive problems with the 32 and 64gb card class 10! Samsung says is Sandisk...and Sandisk says is the phone ??? But i've seen other cards failing with different phones! All Android by the way...What's the problem ?,2013-04-02,615,2,1,3,1,0.6666666666666666,0.2076596008020476
3633,Pierce Laika,5.0,"great card, haven't had one crash yet.  for $20 you can't go wrong with the 32 gb sandisk memory card.",2013-05-29,558,0,0,0,0,0.0,0.0
3634,Pierre B.,5.0,This card is very responsive and never encountered a single issue. Works great in very cold or hot weather! I am using it when skiing and it is often exposed to very cold weather. I have stored so far few hundred hours of video over multiple events and not a glitch. Would buy again for sure.,2014-08-02,128,0,0,0,0,0.0,0.0
3635,Pigpen,5.0,I am not a technical person who can give all the specs on this but I put it in my Samsung Galaxy Tab 2 and it works fine.,2012-12-27,711,0,0,0,0,0.0,0.0
3636,Pig yo,5.0,this does excatly what i bought it for goes in to my phone and is a nice storage comes with a micro sd to sd converter so it was a nice buy,2014-01-29,313,0,0,0,0,0.0,0.0
3637,"Piixel Pusher ""Just another pixel pusher!""",5.0,"Works fine, although videos seem to jerk a little in spots. I don't know if it's the phone or the card. But anyway, the capacity is huge, and music plays great and photos look fine.",2013-07-17,509,0,0,0,0,0.0,0.0
3638,pinecanyon6,5.0,No issues.,2014-08-07,123,0,0,0,0,0.0,0.0
3639,"Pinelk ""The lake guy""",5.0,"Upon receiving, I installed in my Samsung galaxy S4 phone.  It works great and gives me the maximum memory available for this phone model. No complaints, fast ship, fair price.",2014-05-22,200,0,0,0,0,0.0,0.0
3640,pines,5.0,I don't know what else that I can add to other 5 star reviews except to say that this installed flawlessly in my Nook HD+.,2014-01-01,341,0,0,0,0,0.0,0.0
3641,pino,5.0,Works perfect in my HTC One V. No complaints. Love the amount of space in the tiny package. Fast as you need for a phone!,2012-11-16,752,0,0,0,0,0.0,0.0
3642,Pithaguttar,5.0,"It was a Good value for money , Product was delivered on time and in good condition. I am using it with my tablet and am happy with the performance.",2014-01-23,319,0,0,0,0,0.0,0.0
3643,Pixiegirl19,4.0,"I would give these a 5th star if the memory  had consistent read/write times per card.I'm not saying they aren't fast,  but they all should stay within the rated speed they've been tested for, especially when in a USB 3.0 card  reader! After they have been used several times their speed decreases to below the threshold,  of the Standard set for these chips.",2014-05-02,220,0,0,0,0,0.0,0.0
3644,Pixx,5.0,"Can't go wrong with SanDisk memory. Have bought these for phones, gaming and a GoPro.  Good capacity, convenient and durable.",2014-02-18,293,0,0,0,0,0.0,0.0
3645,PJ,5.0,What can you say its sandisk AWESOME ! Installed on my Galaxy Tab 2 10.1 music and movies!!!! HD digital copy !!!,2014-04-20,232,0,0,0,0,0.0,0.0
3646,P. Karl,2.0,"Bought this to use in my Samsung SIII as it was supposed to be a fast card. Worked fine until it totally died after less than a year of very little us due to the design of the SIII. Phone popped up a message that the SD card had been removed (it hadn't). Nothing I did to the phone brought the card back up. Removed it and tried it in my laptop (Win7) and other computer (XP Pro) and it is totally dead, neither will even recognize its in the drive. Working with Sandisk to get a replacement, they want all kinds of fairly useless information, will see if I get an RMA number and replacement card.This is the first memory card I have ever had fail.As an update, warranty service from Sandisk has proven to be non-existent. They first asked to have over 16 questions answered, then mysteriously lost all the answers I sent back, three times.",2013-07-19,507,0,0,0,0,0.0,0.0
3647,P. Karpenko,5.0,"Works just as it should in my Lumia 810; no issues at all. The phone is not a particularly speed sensitive application for the card so I cannot comment on how well it works under stress. The phone doesn't complain, music plays nicely from the card, pictures are written to it without delays. The red and gray design looks different and interesting, even though no one will see it.",2013-05-13,574,0,0,0,0,0.0,0.0
3648,P. Karsten,5.0,"Super fast, keeps up with my camera speed.  I have purchased 3 total and love every single one.  Wouldn't buy any other card.",2014-01-01,341,0,0,0,0,0.0,0.0
3649,"PK ""PK""",5.0,"It's a great product and I am using in my samsung galaxy S4 mobile. GS4 uses for camera store, and the pictures taken are fast.",2013-05-18,569,0,0,0,0,0.0,0.0
3650,P. Krumpter,5.0,"I use this in a 8 MP Android phone, the speed of the card has significantly improved picture taking speeds.",2014-03-01,282,0,0,0,0,0.0,0.0
3651,P. K. Sage,5.0,I have this in a Samsung GN 10.1 2014 Edition Tablet and getting 28Mbps transfer from my Canon T3i using a Eye Fi Mobi 8GB SD Card.,2013-10-12,422,0,0,0,0,0.0,0.0
3652,"PKS ""Laughing Buddha""",5.0,"Got this in as described. So far it's working very well. I am not a technical person on calculating the speed. For a normal person, it's pretty fast and easy to access. Great product.",2014-01-16,326,0,0,0,0,0.0,0.0
3653,P. Kuhn,1.0,"My wife's Razr M has been a great phone to date. I matched it with what I thought would be a great memory card, having been a long time Sandisk Ultra user in my photography.Sadly after 3 months, without warning, the card mysteriously ""bricked"". Unreadable by her phone, two PCs and one Mac .. the only thing that can even SEE the card is my Droid Bionic - which says the card is unreadable and needs to be formatted. I am hesitant in the very odd chance I can still recover the many gigs of photos and videos of our 6 month old baby which were not backed up.I could not be any more disappointed in this product.",2013-01-15,692,0,1,1,-1,0.0,0.0
3654,"P. Laczko ""Laczko Studio plaster design""",5.0,Not much to say other than they are made with Excellent quality. Price is fine for the qualityYes I would recommend to a friend.,2013-12-08,365,0,0,0,0,0.0,0.0
3655,planetmike,4.0,"Good quality SD memory. The speed suggested is true for the Read speed. The write speed is slower, around 15MB/s.",2014-02-26,285,0,0,0,0,0.0,0.0
3656,Player Two,5.0,"Seems to be authentic.  Great speed, correct capacity, and works flawlessly with my samsung phone and card readers.  Would buy again if needed for another device.",2013-10-05,429,0,0,0,0,0.0,0.0
3657,Playgolfandtennis,4.0,"Bought this for my Surface RT and it works just fine.  Also got it for $32, which was even better.",2013-12-13,360,0,0,0,0,0.0,0.0
3658,P. Leclair,5.0,The card was put into my Samsung Galaxy Tab 3.0 7 and worked great right from the start.  I haven't had any issues with it whatsoever.,2014-03-30,253,0,0,0,0,0.0,0.0
3659,P. Lewers,4.0,The only problem was in getting it to format to fat32 so that I could use it in myexcellent Sansa Clip+. I actually had to do a low level format and then reformat itto fat32 with  third party programs. It comes natively formatted to ex fat which many devices don't read (windows only formats fat32 to 32GB ). It's easy to format it to NTFS but either buy nothing bigger than 32GB or search the internet for programs and methods to reformat it if you need fat32 and you have the skill and time.Otherwise its good stuff but Scan-disk should provide a reformat program on their website imho?,2014-03-01,282,0,0,0,0,0.0,0.0
3660,P.L.,5.0,This worked in a Sansa clip zip when another generic brand didn't.  No complaints other than a couple CBS higher price.,2013-01-27,680,0,0,0,0,0.0,0.0
3661,plo,5.0,64 gb of fast microSD storage at a great price.  What's not to love?  Works perfectly with my 64gb Dell Venue Pro 8.,2014-01-29,313,0,0,0,0,0.0,0.0
3662,plokivos,5.0,"Back 4 years ago, you'd be crazy to buy this thing, because it was so expensive. 10 years ago, you'd practically had to make 6 figure to buy this, really, for show, because nothing can utilize it that well.Today, it's cheap, it's stable, and it works.Plus, it came with the adopter. Good deal.",2014-03-06,277,0,0,0,0,0.0,0.0
3663,P. Martin,5.0,I have always trusted SanDisk.  This card works great in the Samsung Galaxy Tab 10.1 2.  I have been using it for about a month.,2013-08-20,475,0,0,0,0,0.0,0.0
3664,PMC,5.0,I worked on one of the first Drum Drives. THis is still pretty darn amazing. I think if they go smaller we will lose them. grat item. good access speeds,2014-01-01,341,0,0,0,0,0.0,0.0
3665,P O G,5.0,"I bought the 64GB version for my Samsung Galaxy Note II and it works great.  Didn't need to format or anything.  Opened the box, popped it into my phone and it worked just as expected.  Transfer speeds via usb connected to the phone and direct via card reader are both fast.I also bought the 32GB version to use (with included SD adapter) in my Canon SD4500IS.  Again, just popped it directly into my device and it was ready to go.  Very happy with both products.  I've used many Sandisk flash cards in the past without issue so I expect these will hold up extremely well over time as well.  It might be a few more bucks than some lesser known brands, but I feel its worth the premium.",2013-10-01,433,0,0,0,0,0.0,0.0
3666,Polaris,4.0,"maybe the speed is not fast to beat others, but sandisk is always reliable. I have several sandisk SD/TF card, and they are never damaged. the data security is always very important.",2014-03-26,257,0,0,0,0,0.0,0.0
3667,Polkavin,4.0,"If you have one of the latest smartphones, go for this. I highly recommend this to take full advantage of the processing speed and fast computation need of our gadgets. Sandisk products are known for their quality and reliability. Of the couple of name brand flash products I use Sandisk gave me good ROI. Anything below will rob you of reliability.",2013-12-30,343,1,0,1,1,1.0,0.2065493143772374
3668,Pops,5.0,Bought this for use in my dash camera upgrade.Working very well and faster than the 4 GB card that came with the camera.  Also will work in my other digital cameras.,2013-07-03,523,0,0,0,0,0.0,0.0
3669,portstlucieadvertising,3.0,not sure if it's the card or computer but it only shows up as 32 gig. i tried reformating it and everything and it still says 32gigs.,2014-02-02,309,0,1,1,-1,0.0,0.0
3670,Practical Shopper,5.0,I have a point and shoot camera.  This works well with it. Have no problems so far.  I think my camera is the speed limiting step rather than this card.,2013-08-28,467,0,0,0,0,0.0,0.0
3671,Prashant Lad,2.0,"Sorry to say but I have to pull down rating from 5 to 2. The card went bad in just couple of months. No option to return as its beyond policy.The card came on time, good packaging and works so what else to add for this 16 GB SD card.",2012-12-24,714,0,0,0,0,0.0,0.0
3672,PRB,5.0,"I have a large music collection that I like to play from the phone. This allows me to put a lot more on the phone than I have in the past. I had no compatibility problems with it. Plugged it in and it worked. Can't get better than that. As far as speed goes, it's as fast as any card I've had in the phone. I have noticed no lag or other issues reading or writing to it in the phone. I don't use it outside of the phone so I can't comment on direct read/write speeds.",2013-02-13,663,0,0,0,0,0.0,0.0
3673,preston,5.0,"my phone is still on gingerbread os, so this card is much faster than i will ever need with its capabilities. i like that it has a lifetime warranty, as my previous 32gb card did not have a warranty and is now fried after one year. for $28 with shipping this should hold me over for many years to come and has the speeds to keep up with future devices. overall very pleased. got 9mb/s write speed and 22mb/s read speed on a motorola defy xt using a speed test app",2013-06-05,551,0,0,0,0,0.0,0.0
3674,pretendo,5.0,"This has some really fast speeds and has a good amount of storage. It's also almost as cheap as those bargain bin items that give out after a month or so of hard usage. This one didn't though. I'm pretty hard on flash, doing long sequential writes and what have you, and this guy just won't give up.",2014-11-02,36,0,0,0,0,0.0,0.0
3675,PrettyPicky,5.0,I just bought a 1080 P dash cam and I needed the best and fastest memory to get the best quality pictures. I did my homework and as I thought ScanDisk Ultra came out far above everything else out there.If you want the best and fastest memory with the highest quality on the market then get ScanDisk Ultra !,2014-01-22,320,0,0,0,0,0.0,0.0
3676,Pride,5.0,"I use mine for my GoPro Black Edition and its working well with it. No freezes, records/writes up to advertised speed.And more importantly, its the BEST value for a 64GB Class 10 Micro SD",2013-12-02,371,1,0,1,1,1.0,0.2065493143772374
3677,Prisoner zero,4.0,A cheaper alternative than buying a tablet with more storage. Shipped promptly and the price was reasonable..I will probably purchase another.,2014-02-01,310,0,0,0,0,0.0,0.0
3678,"prodigy ""prodigy2m""",5.0,"Some people complain about SD cards:1) Not working fast enough2) Some android devices are acting slow3) Rooted phones do not boot from SD cards.This card is fast about 28 MB/s, removed all the lag from Android device. HDR video recorder have no delays between video recordings (Which usually happens with most of the cards on the market) and all android rooted phones I tried booted and worked.I really recommend this card for price and performance!Good luck and enjoy you purchase.",2013-07-29,497,1,0,1,1,1.0,0.2065493143772374
3679,ProPhotog,2.0,"For the first two months, the card worked great in my GoPro Hero 3 Black Edition.  Then, one night, it randomly stopped working.  Amazon won't take it back, and I've got an email into SanDisk to see if I can get it replaced.  Now I'm out $52 and now can't use my camera.  Thanks so little.",2013-05-26,561,0,0,0,0,0.0,0.0
3680,ProVideo1,5.0,"Hard to believe that 10 years ago you would have needed a big hard drive to have this much room. I use this card in my Samsung Y Duos Smartphone and it provides more than enough room for my entire music library, a bunch of movies, and all of the apps for my phone and I still have more than 3/4 of the space left.Works perfectly and I've always had good luck with SanDisk products.",2013-07-29,497,0,0,0,0,0.0,0.0
3681,Prymal'Dark,5.0,"I put this in my Asus TF700T tablet. There were mixed reports of whether the tablet would support such a large card, as the official limit for this tablet is listed as 32 GB. I have had no problems with this in the TF700T, and leave it in the device all the time. This is a great way to ensure that you have a hefty amount of media available anywhere.",2014-02-27,284,0,0,0,0,0.0,0.0
3682,pseudonym,5.0,"I have used this in a number of devices, including mobile phones. When recording HD video straight to the card, I have not encountered the skips, lags or stutters that I have sometimes seen with other cards. So it certainly must be fast enough for this purpose.",2014-05-19,203,0,0,0,0,0.0,0.0
3683,P.T.,4.0,"I bought a generic SD card for my Galaxy S5 and it corrupted all of my music. I am glad I have this SanDisk because it is faster at reading/writing and comes with the MemoryZone Backup app free, however, you need to have Google Drive, Box, Dropbox, or a similar cloud service. MemoryZone is great at backing up but lost some of my data when doing a transfer (phone to SD) :/",2014-07-07,154,0,0,0,0,0.0,0.0
3684,"Pulpit Pounding Political Pundit ""Peppy""",3.0,And you wouldn't believe what Sandisk put me through to get a warranty replacement.  However I finally got the replacement and it has been working fine ever since.,2013-10-26,408,0,0,0,0,0.0,0.0
3685,PurplePanda,5.0,I purchased this to use with my Samsung Galaxy Tab 2 10.1. I chose this memory card because I have used SanDisk products many time in the past and have never had a problem.,2013-05-19,568,0,0,0,0,0.0,0.0
3686,pwr1220,5.0,"Great MicroSD card at a great price, with speed. I can fit about 2-3 days worth of moderate shooting (60 fps at 1080p) on a ski trip with my GroPro on one of these cards.",2014-02-01,310,0,0,0,0,0.0,0.0
3687,"P. Young ""P""",5.0,The cards have had no reliability issues at their required tasks  so I did not put them under any data transfer time observations,2014-12-06,2,0,0,0,0,0.0,0.0
3688,QR,4.0,"Transfer speeds are good, worth the price tag, use it in my samsung galaxy s3, sometimes it craps out and has to be reformatted or rebooted in phone. Otherwise no problems",2013-02-01,675,0,0,0,0,0.0,0.0
3689,QSM,5.0,Card is fast and reliable in my Galaxy Note 2 cell phone.  Copied my whole music collection to it.  No problems.,2013-02-27,649,1,0,1,1,1.0,0.2065493143772374
3690,queball4u,4.0,"it works, so far, waiting for the heat and cold to see how well it will hold up.",2014-12-07,1,0,0,0,0,0.0,0.0
3691,Quinton W. Shelby,5.0,I picked up this storage device to use in my phone. I only had a 1 gig mini sd in there for music ad it was getting pretty full. Now 30 plus gigs of free space later i can download to my hearts content.,2013-09-19,445,0,0,0,0,0.0,0.0
3692,quique,5.0,you cant beat the price and it works great . I have no problems with the card I use it for my gopro it works great,2013-11-15,388,0,0,0,0,0.0,0.0
3693,QZ,5.0,"Great product and price from SanDisc.  I will be using it for my cell phone, replacing the 8GB.  For my video now I have 2+ hours with the 32GB (compared to 20 minutes w/8GB) in &#34;super fine&#34; mode.  All the rest of my SanDisc memory card from years ago are still working 100%!  Thanks SanDisc!!!",2014-04-21,231,0,0,0,0,0.0,0.0
3694,R1Jay,1.0,"I bought this on black friday last year and took a chance on it. What chance u say? I read some reviews that this card just actually STOPPED working for no reason and not due to abuse or misuse. I had this card in my Acer Iconia A500 and it just STOPPED WORKING! Even my computer doesnt recognize it. WTF Sandisk?? This is an expensive part for this to occur. DO NOT BUY OR IF U DO, BE CAREFUL WHAT U STORE ON IT! I only had music and movies on mine so NBD. But what if u had this in your phone with valuable pictures?",2013-09-19,445,0,1,1,-1,0.0,0.0
3695,"R32_GTR_N1 ""-Raines""",5.0,This card is both small and large at the same time. It's micro size but high capacity are perfect and works well with my GoPrc Hero 3. Recording in 1080p is not an issue either. THe class 10 rating allows the GoPro to do its thing and the card is able to keep up with the high MB transfer rate.,2013-10-03,431,0,0,0,0,0.0,0.0
3696,raaaaaa,5.0,"fast, used it on my dji phantom gopro hd black, not one hickup.i would buy again only cheaper. you get whacha pay for",2014-09-04,95,0,0,0,0,0.0,0.0
3697,Rabbis,5.0,Good no problems works well.,2014-09-07,92,0,0,0,0,0.0,0.0
3698,racer1,5.0,Love it--so far--as I Just purchased this as Iam not into buying SDcards but now I have a Nextbook tablet and this works great for adding video's and music able to be put on this SD card.,2013-08-27,468,0,0,0,0,0.0,0.0
3699,Rachel Beckwith,4.0,My fiance has had this in his tablet for almost a year now without a single issue. I feel that it's one of the best quality memory cards we've ever had. Make SURE you get the retail packaging and not the &#34;frustration-free.&#34; The retail packaging only requires one quick clip of the scissors and it's worth it to get one that is sealed in a package and not at risk to be damaged.,2013-08-24,471,0,0,0,0,0.0,0.0
3700,"R. Adams ""RSA""",5.0,"This is being used in a Mobius Action Camera 1080P HD Mini Sports Cam/dash cam daily so the opportunity for failure or problems would be readily apparent.  It has really delivered as promised.  Speed and reliability are great.  The adapter works perfectly as well.  I have several other SanDisk products including SD cards, thumb drives and an SSD and all have been terrific.So far I can highly recommend the SanDisk Ultra 32 GB MicroSDHC C10/UHS1 Memory Card. I will post again if any issues arise.",2013-12-30,343,0,0,0,0,0.0,0.0
3701,Radar999,5.0,great product......prompt service.......well done!,2014-03-07,276,0,0,0,0,0.0,0.0
3702,Radek,5.0,"What else can I say? That it is light and small? Not the fastest card on the market, but does the job. Copying files onto it is slow, but it is fast enough to play music or movies from it on your cellphone or other devices.",2013-11-03,400,0,0,0,0,0.0,0.0
3703,"Radical Technoid ""We know we're right, we hav...",5.0,How cool it is to be able to put ALL of my music on my phone! The little card works just fine and the price is reasonalble,2012-06-09,912,0,0,0,0,0.0,0.0
3704,RadioMaven,5.0,"either it works or it doesn't -- it works, it was a fair price and I am happy with it",2014-05-18,204,0,0,0,0,0.0,0.0
3705,"Radiskull ""Radiskull""",4.0,Well works just like any other SD card I don;t see ultra fast speeds or any thing. I shoved this guy into a Galaxy S4 and it works fine!,2014-01-17,325,0,0,0,0,0.0,0.0
3706,Rafael B,1.0,1080p 30fps or 720p 30fps or 24fps using the nokia camera app or regular app doesn't work. well it does but unless you want to see stuttering every 6-7 seconds. it freezes up constantly. very glitchy because its slow. got a 9mbs write 44.9mbs read on mine.,2014-11-02,36,0,0,0,0,0.0,0.0
3707,Rafael Liriano,5.0,"I never thought I could have a 64 GB memory like this one, this is awesome; especially when you have a tablet. I'm using it on a Asus TF300T and it's working flawless. A piece of advise, since current tablets are not supposed to handle these, leave the format as exFAT, do not format it to FAT32 or NTFS.",2013-03-17,631,0,0,0,0,0.0,0.0
3708,Rafael Nazar,5.0,"It's a great brand, works perfectly, I use it for my android phone and now i got tons of extra storage.",2014-06-01,190,0,0,0,0,0.0,0.0
3709,Rafa,5.0,Fast product when place in my camera. I am very happy with this product. The product was received pretty fast.  The material was as described and much better.  I do recommend this product to anyone.,2014-02-13,298,0,0,0,0,0.0,0.0
3710,"Raisons ""Old Mechanic, newer car""",5.0,"I have copied and transported a large amount of data and it work, and no errors.  I will purchase more of these.",2014-08-04,126,0,0,0,0,0.0,0.0
3711,Raj,5.0,Great product. Can always count on sandisk. Just make sure your device can support 64gb card. Don't go cheap and fall for counterfeits.,2014-10-02,67,0,0,0,0,0.0,0.0
3712,Raj,5.0,"I was little hesitant to order this initially but turned out to be an excellent Product,Did a initial test on CrystalDiskMark.Enjoying it on my ASUS TF101.The shipping was quick too.",2012-11-16,752,0,0,0,0,0.0,0.0
3713,Raj,5.0,This card it pretty fast. I very little between difference between the speed internal storage and the SD card.Works great.,2013-08-19,476,0,0,0,0,0.0,0.0
3714,Rakesh Koul,5.0,"I have lot of these at work 8GB, 16GB, 32GB, 64GB. Though I haven't done real speed tests on these, but these have been reliable all along. Used in music players, cameras, laptop SD Cards. These do sell at a little bit of premium because of their Class 10 tag, but I would buy these any day, if I need these for cameras/laptop extra storage. But if you are using these for music players, you are good even with Class 2 cards.",2013-12-20,353,0,0,0,0,0.0,0.0
3715,"Rakirk ""Rk""",5.0,"This micro card works well with my Go Pro Hero3+, does what you would expect a micro SD card to do.",2014-01-05,337,0,0,0,0,0.0,0.0
3716,"RAlbright ""RAlbright""",5.0,"Works as I expected with ScanDisk. Installed and formatted in my Samsung galaxy note 3 with no issues. Once in the phone, the real amount of usable space is only 59GB just for reference.",2013-11-25,378,0,0,0,0,0.0,0.0
3717,Raliegh,5.0,Everyone should buy this product who likes to record with their dslr.. Works great with my canon dslr.. Great product..,2014-06-25,166,0,0,0,0,0.0,0.0
3718,ralmil,5.0,Great to have the additional capacity for storage. And the card is fast. Working great and the price was great also!,2012-12-22,716,0,0,0,0,0.0,0.0
3719,Ralph,5.0,"Haven't had a chance to completely fill up the stick, but so far so good. I've taken my gopro with this in -10 below weather launching off jumps and occasionally take a beating.",2013-11-04,399,0,0,0,0,0.0,0.0
3720,ralph martin,5.0,"it's a must to have it once u got the gopro. practical and very friendly, helps u to load as many recorded shots as possible.",2013-08-06,489,0,0,0,0,0.0,0.0
3721,Ralph Pittman,5.0,"Purchased this card to expand the storage on my Samsung S4 and it does the trick.  Plenty of room to carry ebooks, music and store camera pictures.  Great item at a good price and I recommend this item for anyone needing more memory using a microSDHC Class 10 Memory Card.",2013-06-18,538,0,0,0,0,0.0,0.0
3722,rambo,1.0,"failed in my galaxy note after 8 months.lost all my pictures and videos that werent backed up.the card worked fine until suddenly wasnt being recognized on the phone or the computer.Sandisk honored the warrenty and sent a replacement and it works, but I am less confident about the product and afraid to lose data on it in later when i'm not prepared.",2013-12-06,367,0,0,0,0,0.0,0.0
3723,Rame Thomas,5.0,Fast shipping. Good packaging. Fast speed card. Does what its supposed to do. Sandisk is a well known brand and I use many of there products. Currently using in a Lenovo yoga 10.,2013-05-12,575,0,0,0,0,0.0,0.0
3724,ramsco,5.0,Great purchase! with the best price on the market so far. I appreciate the fact that this product came ready to use and very well packaged. Please let me know if you have a thumb drive with built in security at a very low price. Money is tight but the product is worth the investment.,2013-06-20,536,0,0,0,0,0.0,0.0
3725,RamyG4c,5.0,Rolled the camera on the highest settings and till battery died. Card was fast and no complaints. Bought Two of these for my GoPro.,2013-01-13,694,0,0,0,0,0.0,0.0
3726,Ram-Z,4.0,was a decent price for the amount of memory.  Had no issues reading it on my old HP6910P laptop built in card reader.  No problems so far.,2012-12-20,718,0,0,0,0,0.0,0.0
3727,Randall from VA,5.0,"Trusted SanDisk for years.  No issues, works great.  Does exactly what is needed.  I use SanDisk in all my camera and phone gear.",2013-06-29,527,0,0,0,0,0.0,0.0
3728,"Randal Terwillegar ""Randy T.""",5.0,What accolades can one say about an SD card that works and is an economical buy.  Put it in my GoPro camera and promptly filled it up.,2013-08-29,466,0,0,0,0,0.0,0.0
3729,Rand,5.0,I'm using this 32 GB micro Sandisk Ultra to record 1080P video to a blackbox recorder in my car. I just popped it in and it worked. The adapter that came with it makes it easy to offload video to the macbook. It appears to keep up with 1080p video very well. I've never missed a frame of audio or video. It is constantly overwritten every 3 days with the oldest event and it has not failed yet. Been using it for a couple of months now. Seller mailed it USPS and it arrived in 3 days.,2012-01-12,1061,0,0,0,0,0.0,0.0
3730,"Randy ""Frequent Amazon Buyer""",5.0,"I bought this to expand my 32GB Dell XPS 10 to 64GB. It fits easily into the Micro SD slot and was recognized by Windows RT upon boot up. I did reformat the card (old habit), and haven't had any problems at all.",2013-02-22,654,0,0,0,0,0.0,0.0
3731,Randy,5.0,I got this for my new Android tablet and it works perfectly. The MicroSD to SD adapter is great. It allows me to plug it into my computer into the regular sized SD card port to transfer files much quicker than if I were to plug the tablet into my computer over USB.,2012-12-31,707,0,0,0,0,0.0,0.0
